,location,bhk,total_sqft,bath,price,encoded_loc
546,Whitefield,3,1640.0,4.0,91.0,226
547,others,3,1570.0,3.0,62.0,232
548,Gubbalala,3,1470.0,2.0,82.0,84
549,Kengeri,2,1160.0,2.0,40.61,136
550,7th Phase JP Nagar,2,1050.0,2.0,71.0,6
551,Bannerghatta Road,3,1460.0,2.0,90.0,34
552,Hulimavu,3,1823.0,3.0,100.0,105
553,Electronic City,2,1094.0,2.0,42.0,74
554,Budigere,2,1153.0,2.0,57.0,52
555,others,3,1325.0,3.0,57.0,232
556,others,4,1200.0,3.0,85.0,232
557,Jakkur,3,1590.0,2.0,125.0,111
558,others,2,1202.0,2.0,48.0,232
559,Haralur Road,2,1202.0,2.0,53.0,90
560,others,2,1200.0,2.0,62.5,232
561,Panathur,3,1688.0,3.0,118.0,181
562,Kaval Byrasandra,2,1020.0,2.0,52.0,134
563,Sarjapur,2,1185.0,2.0,47.0,195
564,Ramagondanahalli,2,1235.0,2.0,52.04,189
565,Banashankari,2,1077.0,2.0,37.64,26
566,Kengeri Satellite Town,3,1415.0,2.0,66.0,137
567,EPIP Zone,3,2330.0,3.0,162.0,73
568,Whitefield,2,805.0,2.0,35.0,226
569,others,1,425.0,1.0,20.03,232
570,Whitefield,2,1155.0,2.0,59.95,226
571,Anekal,2,656.0,2.0,22.0,17
572,others,2,1100.0,2.0,48.0,232
573,Mahadevpura,2,1150.0,2.0,52.0,157
574,Whitefield,3,2280.0,4.0,126.0,226
575,Hegde Nagar,2,1341.0,2.0,97.0,94
576,Jakkur,2,1279.0,2.0,77.0,111
577,Electronic City Phase II,4,2225.0,4.0,98.88,75
578,Thanisandra,2,1185.0,2.0,43.51,211
579,others,3,1750.0,3.0,85.0,232
580,Kudlu,2,1152.0,2.0,53.5,148
581,Varthur Road,4,2760.0,4.0,155.0,220
582,5th Phase JP Nagar,2,1070.0,2.0,39.0,4
583,Uttarahalli,2,1101.0,2.0,45.0,218
584,others,2,775.0,2.0,55.0,232
585,Yeshwanthpur,1,667.0,1.0,36.85,231
586,Electronic City,2,1070.0,2.0,55.0,74
587,Old Airport Road,3,1875.0,2.0,110.0,177
588,Kundalahalli,2,735.0,2.0,57.99,151
589,Koramangala,3,1750.0,3.0,130.0,145
590,Marathahalli,2,1215.0,2.0,67.0,162
591,Vishwapriya Layout,2,820.0,2.0,30.0,224
592,Banashankari Stage VI,2,1564.9842423276207,2.0,59.935,30
593,Battarahalli,3,1779.0,3.0,89.61,37
594,others,2,1105.0,2.0,58.0,232
595,others,1,1564.9842423276207,2.0,93.0,232
596,Whitefield,3,1650.0,3.0,60.0,226
597,Cox Town,3,1975.0,3.0,150.0,62
598,Kammasandra,2,674.0,2.0,33.0,126
599,Kaggadasapura,2,1185.0,2.0,41.0,119
600,Thanisandra,1,445.0,1.0,28.0,211
601,HSR Layout,3,1475.0,3.0,75.0,89
602,Gottigere,3,1618.0,3.0,82.5,82
603,Koramangala,2,1120.0,2.0,65.0,145
604,Marathahalli,4,2181.0,3.0,152.0,162
605,Vidyaranyapura,4,1200.0,4.0,90.0,221
606,Bannerghatta Road,3,1556.0,2.0,59.13,34
607,Bannerghatta Road,2,1179.0,2.0,66.02,34
608,Thanisandra,2,1296.0,2.0,83.0,211
609,Kaggadasapura,2,1275.0,2.0,52.0,119
610,Kathriguppe,3,1400.0,2.0,77.0,133
611,Gottigere,2,1222.0,2.0,63.0,82
612,Electronic City,2,940.0,2.0,41.0,74
613,Thanisandra,2,1185.0,2.0,42.6,211
614,Tumkur Road,3,1779.0,3.0,112.0,216
615,Begur Road,3,1615.0,3.0,59.76,39
616,Haralur Road,2,1056.0,2.0,61.0,90
617,7th Phase JP Nagar,2,1100.0,2.0,46.0,6
618,Arekere,2,920.0,2.0,40.0,20
619,others,3,1602.0,2.0,75.0,232
620,Padmanabhanagar,2,1176.0,2.0,62.0,179
621,Kasavanhalli,3,1717.0,3.0,99.0,131
622,Bhoganhalli,4,2119.0,4.0,111.0,43
623,Vittasandra,2,1246.0,2.0,67.3,225
624,Anandapura,2,1141.0,2.0,42.79,15
625,Hennur Road,2,1157.0,2.0,84.0,96
626,Yelahanka New Town,1,650.0,1.0,33.0,229
627,Hebbal,2,1349.0,2.0,98.0,92
628,others,3,1566.0,3.0,83.3,232
629,Sahakara Nagar,4,2830.0,3.0,195.0,192
630,Electronic City,3,1320.0,2.0,38.13,74
631,others,3,1780.0,3.0,84.83,232
632,Varthur,2,1091.0,2.0,34.9,219
633,Rachenahalli,4,3670.0,4.0,300.0,185
634,7th Phase JP Nagar,2,918.0,2.0,50.49,6
635,Yeshwanthpur,4,1950.0,4.0,130.0,231
636,Panathur,3,1695.0,3.0,90.0,181
637,Yelahanka,3,1705.0,3.0,95.0,228
638,Kalyan nagar,3,1375.0,3.0,75.0,123
639,Kanakpura Road,1,525.0,1.0,30.0,128
640,Whitefield,2,1447.0,2.0,83.0,226
641,Thanisandra,2,1114.0,2.0,39.0,211
642,7th Phase JP Nagar,3,1450.0,2.0,100.0,6
643,others,2,1022.0,2.0,40.0,232
644,Hebbal,2,1000.0,2.0,45.0,92
645,Electronic City,2,1128.0,2.0,68.75,74
646,Kanakpura Road,2,1180.0,2.0,57.0,128
647,Kanakpura Road,2,1339.0,2.0,75.0,128
648,Yelachenahalli,3,1400.0,2.0,55.0,227
649,7th Phase JP Nagar,2,1040.0,2.0,39.52,6
650,Kadugodi,2,1198.0,2.0,58.0,118
651,others,4,1200.0,3.0,95.0,232
652,Sarjapur  Road,3,1691.0,3.0,113.0,196
653,Bisuvanahalli,3,1075.0,3.0,36.0,46
654,8th Phase JP Nagar,3,1240.0,3.0,43.5,7
655,Bannerghatta Road,2,1564.9842423276207,2.0,58.935,34
656,Mallasandra,3,1665.0,3.0,86.58,159
657,Marathahalli,3,2489.0,3.0,94.0,162
658,Brookefield,2,1142.0,2.0,70.0,51
659,Kothannur,3,1853.0,3.0,82.0,146
660,Kasturi Nagar,2,1567.0,2.0,92.0,132
661,Electronics City Phase 1,2,1175.0,2.0,51.47,76
662,Subramanyapura,2,1200.0,2.0,52.0,207
663,Kodichikkanahalli,2,995.0,2.0,41.0,139
664,Magadi Road,2,884.0,2.0,41.1,156
665,Yeshwanthpur,2,1170.0,2.0,57.0,231
666,KR Puram,2,1225.0,2.0,46.55,116
667,Electronic City,2,1342.0,2.0,73.3,74
668,Uttarahalli,2,1345.0,2.0,67.0,218
669,Kodigehaali,3,1320.0,3.0,65.0,140
670,others,2,1564.9842423276207,2.0,45.0,232
671,Raja Rajeshwari Nagar,2,1140.0,2.0,49.39,186
672,Battarahalli,2,1300.0,2.0,50.0,37
673,Hosa Road,3,1652.0,3.0,85.0,101
674,Thigalarapalya,3,2072.0,4.0,142.0,212
675,Arekere,3,1740.0,2.0,95.0,20
676,Electronic City,3,1360.0,2.0,71.0,74
677,Hosur Road,3,1145.0,2.0,60.0,104
678,Sarjapur  Road,2,1278.0,2.0,95.0,196
679,Electronic City Phase II,1,630.0,1.0,40.0,75
680,Kanakpura Road,3,1100.0,3.0,58.0,128
681,others,3,1200.0,3.0,95.0,232
682,Hosur Road,5,3300.0,5.0,240.0,104
683,Gunjur,3,1356.0,2.0,66.0,85
684,others,2,823.0,2.0,28.0,232
685,TC Palaya,3,1200.0,2.0,66.0,209
686,Ramamurthy Nagar,2,1050.0,2.0,37.0,190
687,others,2,1180.0,2.0,69.0,232
688,Whitefield,2,1116.0,2.0,51.91,226
689,7th Phase JP Nagar,2,1070.0,2.0,42.79,6
690,Varthur,2,1385.0,2.0,80.0,219
691,Varthur,1,1000.0,1.0,70.0,219
692,Whitefield,3,1897.0,3.0,130.0,226
693,Magadi Road,2,1005.0,2.0,55.78,156
694,Green Glen Layout,3,1575.0,3.0,125.0,83
695,Subramanyapura,2,975.0,2.0,65.0,207
696,Hennur Road,3,1904.0,3.0,120.0,96
697,Kengeri Satellite Town,1,930.0,1.0,30.0,137
698,Kanakpura Road,1,525.0,1.0,26.0,128
699,Electronic City Phase II,2,2400.0,3.0,150.0,75
700,Sarjapur  Road,3,2238.0,3.0,140.0,196
701,Harlur,2,1174.0,2.0,69.0,91
702,Thubarahalli,4,3800.0,4.0,239.0,213
703,Whitefield,3,2225.0,2.0,125.0,226
704,Jigani,2,918.0,2.0,52.0,114
705,Mahadevpura,2,1250.0,2.0,52.0,157
706,Sarjapur  Road,3,1800.0,3.0,110.0,196
707,Marathahalli,2,1170.0,2.0,53.0,162
708,Bannerghatta Road,2,793.0,2.0,45.0,34
709,Jakkur,3,1710.0,3.0,107.0,111
710,Kambipura,3,1082.0,2.0,57.5,124
711,others,2,1001.0,2.0,33.03,232
712,Yelahanka,3,1590.0,2.0,54.0,228
713,others,3,2400.0,2.0,80.0,232
714,Horamavu Banaswadi,3,1554.0,3.0,55.0,99
715,Konanakunte,2,884.0,1.0,58.0,144
716,Marathahalli,2,1019.0,2.0,49.86,162
717,Ambedkar Nagar,3,1935.0,4.0,130.0,13
718,Uttarahalli,3,1135.0,2.0,39.73,218
719,Kasavanhalli,3,1799.0,3.0,90.0,131
720,Kundalahalli,2,1047.0,2.0,82.0,151
721,others,2,1282.0,2.0,87.0,232
722,NGR Layout,2,1020.0,2.0,45.9,168
723,Whitefield,2,1495.0,2.0,79.5,226
724,Kasavanhalli,4,3260.0,4.0,240.0,131
725,others,3,1611.0,2.0,64.44,232
726,others,3,1500.0,2.0,95.0,232
727,Sahakara Nagar,3,1500.0,2.0,95.0,192
728,Uttarahalli,3,1540.0,3.0,50.0,218
729,Hosa Road,3,1639.0,3.0,80.0,101
730,Raja Rajeshwari Nagar,2,1303.0,2.0,55.79,186
731,Brookefield,3,1440.0,2.0,68.0,51
732,Seegehalli,2,901.0,2.0,35.14,200
733,Sarjapur,3,900.0,2.0,42.0,195
734,others,2,1060.0,2.0,55.0,232
735,NGR Layout,2,1020.0,2.0,48.45,168
736,Varthur,3,1535.0,3.0,65.99,219
737,others,1,530.0,1.0,20.0,232
738,others,2,1350.0,2.0,80.0,232
739,Sarjapur  Road,2,1115.0,2.0,50.0,196
740,Uttarahalli,2,1175.0,2.0,47.0,218
741,Whitefield,2,1113.0,2.0,62.0,226
742,Giri Nagar,2,650.0,2.0,42.0,80
743,Marathahalli,2,1325.0,2.0,71.55,162
744,Electronics City Phase 1,2,950.0,2.0,31.0,76
745,Jakkur,3,1396.0,2.0,86.51,111
746,Rachenahalli,2,1050.0,2.0,52.07,185
747,Thanisandra,3,1825.0,3.0,100.0,211
748,7th Phase JP Nagar,2,1190.0,2.0,49.98,6
749,Marathahalli,2,1220.0,2.0,56.5,162
750,NRI Layout,3,1565.0,2.0,75.0,169
751,Hennur Road,3,1891.0,3.0,109.0,96
752,others,2,900.0,2.0,27.0,232
753,Hosa Road,2,1161.0,2.0,55.15,101
754,Yeshwanthpur,1,665.0,1.0,36.85,231
755,Mysore Road,2,1175.0,2.0,73.5,167
756,Hoodi,2,1425.0,2.0,80.0,97
757,ITPL,3,1200.0,3.0,56.12,107
758,Somasundara Palya,2,1255.0,2.0,67.0,204
759,Hegde Nagar,3,2112.95,4.0,145.0,94
760,Raja Rajeshwari Nagar,1,600.0,1.0,22.0,186
761,Haralur Road,3,1810.0,3.0,100.0,90
762,Indira Nagar,2,1200.0,2.0,93.0,109
763,Harlur,2,1033.0,2.0,49.0,91
764,ITPL,3,1548.0,3.0,89.5,107
765,Horamavu Banaswadi,3,1611.0,3.0,66.0,99
766,Electronic City Phase II,3,1400.0,2.0,40.43,75
767,Vidyaranyapura,3,1485.0,2.0,67.0,221
768,Margondanahalli,2,2400.0,2.0,82.0,163
769,others,2,1025.0,2.0,44.5,232
770,others,2,1225.0,2.0,53.0,232
771,5th Phase JP Nagar,2,1256.0,2.0,62.8,4
772,Whitefield,4,2268.0,3.0,163.0,226
773,Kanakpura Road,3,1100.0,3.0,53.0,128
774,others,2,1141.0,2.0,62.0,232
775,Attibele,1,400.0,1.0,12.0,21
776,Chandapura,2,1400.0,2.0,60.0,55
777,others,1,1564.9842423276207,1.0,110.0,232
778,others,2,1175.0,2.0,48.27,232
779,Sahakara Nagar,2,1100.0,2.0,56.0,192
780,Kanakpura Road,3,1843.0,3.0,95.84,128
781,Horamavu Banaswadi,2,1460.0,2.0,80.5,99
782,Rachenahalli,3,1530.0,2.0,74.5,185
783,HSR Layout,2,1467.0,2.0,55.0,89
784,others,1,950.0,1.0,40.0,232
785,Vittasandra,2,1246.0,2.0,64.5,225
786,Kanakapura,1,711.0,1.0,38.0,127
787,Haralur Road,2,1194.0,2.0,46.0,90
788,Babusapalaya,3,1358.0,2.0,43.4,24
789,Hoodi,2,1420.0,2.0,75.0,97
790,Kathriguppe,3,1250.0,2.0,68.75,133
791,Akshaya Nagar,2,1280.0,2.0,58.0,11
792,others,2,1209.0,2.0,50.0,232
793,others,5,4200.0,5.0,225.0,232
794,Panathur,3,1315.0,2.0,54.8,181
795,others,3,1800.0,3.0,90.0,232
796,others,5,1600.0,4.0,125.0,232
797,TC Palaya,3,1600.0,2.0,65.0,209
798,others,3,1563.0,3.0,52.0,232
799,Whitefield,3,1560.0,2.0,72.0,226
800,Brookefield,3,2169.0,4.0,115.0,51
801,Rachenahalli,2,1050.0,2.0,55.5,185
802,Iblur Village,3,3235.0,3.0,235.0,108
803,TC Palaya,3,1200.0,3.0,66.0,209
804,HSR Layout,2,1140.0,2.0,46.0,89
805,Horamavu Agara,3,1560.0,3.0,75.0,98
806,JP Nagar,2,1100.0,2.0,70.0,110
807,Kasavanhalli,3,1260.0,2.0,40.32,131
808,Hebbal,2,1036.0,2.0,50.0,92
809,Akshaya Nagar,3,1662.0,3.0,85.1,11
810,Yelachenahalli,3,1464.0,2.0,105.0,227
811,Yelahanka,2,1234.0,2.0,80.0,228
812,Sarjapur  Road,3,1403.0,3.0,55.0,196
813,Seegehalli,3,1150.0,2.0,42.9,200
814,Kanakapura,2,929.0,2.0,46.0,127
815,TC Palaya,3,1350.0,2.0,75.0,209
816,others,2,1135.0,2.0,39.73,232
817,others,2,1405.0,2.0,70.0,232
818,Whitefield,2,1200.0,2.0,45.84,226
819,Haralur Road,4,2805.0,4.0,154.0,90
820,Yeshwanthpur,2,1161.0,2.0,64.08,231
821,Kanakpura Road,2,1290.0,2.0,74.0,128
822,Yeshwanthpur,3,2557.0,3.0,141.0,231
823,others,3,1480.0,3.0,90.0,232
824,Old Madras Road,3,1350.0,3.0,54.54,178
825,Kadugodi,3,1580.0,2.0,65.0,118
826,Banashankari,3,1470.0,2.0,88.64,26
827,Sarjapur  Road,2,1346.0,2.0,61.92,196
828,others,3,1600.0,3.0,90.0,232
829,others,2,1200.0,2.0,35.0,232
830,Channasandra,3,1340.0,2.0,48.33,56
831,Jigani,2,918.0,2.0,48.0,114
832,others,3,1500.0,3.0,115.0,232
833,Yelahanka,2,1315.0,2.0,85.0,228
834,Uttarahalli,3,1390.0,2.0,62.55,218
835,Uttarahalli,3,1330.0,2.0,56.0,218
836,others,3,1824.0,3.0,125.0,232
837,7th Phase JP Nagar,3,1420.0,2.0,96.0,6
838,others,1,750.0,1.0,56.25,232
839,Jalahalli East,3,1260.0,2.0,60.0,113
840,Hennur Road,3,1561.0,3.0,95.0,96
841,others,2,1060.0,2.0,42.0,232
842,Haralur Road,2,1225.0,2.0,67.38,90
843,Thanisandra,3,2144.0,3.0,135.0,211
844,Electronic City,2,880.0,2.0,29.0,74
845,Hoodi,3,1639.0,3.0,110.0,97
846,Thanisandra,3,1240.0,2.0,62.0,211
847,Kanakpura Road,2,1500.0,2.0,69.0,128
848,Haralur Road,2,1243.0,2.0,46.0,90
849,Marathahalli,3,1575.0,3.0,78.0,162
850,Kambipura,3,1082.0,2.0,56.0,124
851,Konanakunte,3,1637.0,3.0,73.0,144
852,Kanakpura Road,3,1665.0,3.0,86.58,128
853,Electronic City,2,1265.0,2.0,56.93,74
854,Electronic City,3,1691.0,2.0,102.0,74
855,Thanisandra,2,1100.0,2.0,38.0,211
856,others,3,1500.0,3.0,62.0,232
857,Choodasandra,2,1115.0,2.0,50.0,60
858,Mysore Road,2,1070.0,2.0,45.0,167
859,Budigere,2,1162.0,2.0,57.0,52
860,others,2,1339.0,2.0,55.0,232
861,Mahadevpura,2,1192.0,2.0,75.0,157
862,Haralur Road,3,1920.0,3.0,115.0,90
863,Hennur,2,1255.0,2.0,52.32,95
864,others,3,1600.0,3.0,75.0,232
865,others,2,1225.0,2.0,55.11,232
866,Kasturi Nagar,3,1570.0,3.0,80.0,132
867,Thanisandra,2,1093.0,2.0,70.0,211
868,Basaveshwara Nagar,3,1865.0,3.0,145.0,36
869,Kaikondrahalli,2,1039.0,2.0,80.0,121
870,Whitefield,3,1985.0,3.0,75.0,226
871,Hosakerehalli,3,1590.0,3.0,49.0,102
872,Electronic City Phase II,2,775.0,2.0,38.0,75
873,others,2,1000.0,2.0,50.0,232
874,Bommasandra,2,1035.0,2.0,41.0,48
875,Dasarahalli,3,1520.0,2.0,75.0,64
876,Whitefield,2,1360.0,2.0,95.0,226
877,others,4,6000.0,5.0,400.0,232
878,Kodigehaali,2,1117.0,2.0,56.0,140
879,EPIP Zone,2,1330.0,2.0,92.5,73
880,Marathahalli,3,1937.0,3.0,160.0,162
881,Electronic City,2,1128.0,2.0,65.49,74
882,Neeladri Nagar,2,1053.0,2.0,45.0,174
883,Panathur,2,1198.0,2.0,77.0,181
884,Marathahalli,2,1152.0,2.0,56.0,162
885,Frazer Town,2,1625.0,2.0,75.0,77
886,Kundalahalli,3,1397.0,3.0,105.0,151
887,Kambipura,2,883.0,2.0,45.0,124
888,Kaggalipura,1,700.0,1.0,38.0,120
889,Yelahanka,2,1170.0,2.0,62.5,228
890,Kanakpura Road,3,1200.0,2.0,42.0,128
891,others,3,2400.0,3.0,170.0,232
892,others,2,1480.0,2.0,65.0,232
893,Akshaya Nagar,3,1897.0,3.0,120.0,11
894,Rachenahalli,2,996.0,2.0,67.0,185
895,Haralur Road,3,1875.0,3.0,110.0,90
896,others,3,1500.0,2.0,98.0,232
897,Yelahanka,3,1564.9842423276207,3.0,65.255,228
898,Yelahanka,1,697.0,1.0,45.0,228
899,Sarjapur  Road,1,710.0,1.0,27.0,196
900,others,2,910.0,2.0,30.5,232
901,Sompura,3,1025.0,2.0,48.0,205
902,Magadi Road,2,1564.9842423276207,2.0,46.5,156
903,Horamavu Agara,3,1453.0,2.0,46.48,98
904,Bellandur,2,1281.0,2.0,74.0,40
905,Cooke Town,1,565.0,1.0,35.0,61
906,Varthur,2,1024.0,2.0,42.0,219
907,Electronic City,3,1620.0,3.0,62.0,74
908,Whitefield,2,1254.0,2.0,40.0,226
909,Banashankari,3,1300.0,2.0,75.0,26
910,Doddakallasandra,2,1233.0,2.0,43.0,69
911,Hosur Road,3,1510.0,2.0,105.0,104
912,Kaggalipura,2,950.0,2.0,65.0,120
913,Battarahalli,3,1945.0,3.0,97.42,37
914,Uttarahalli,2,1008.0,2.0,45.0,218
915,Thanisandra,3,1265.0,2.0,79.0,211
916,Hebbal,3,1255.0,2.0,77.68,92
917,Yelenahalli,2,1200.0,2.0,46.17,230
918,Sarjapur  Road,3,1403.0,3.0,51.63,196
919,Kudlu Gate,3,1535.0,3.0,85.0,149
920,others,3,1500.0,3.0,100.0,232
921,Chamrajpet,3,1475.0,2.0,120.0,54
922,Uttarahalli,3,1390.0,2.0,60.47,218
923,Raja Rajeshwari Nagar,3,1278.0,2.0,53.76,186
924,others,2,1133.0,2.0,55.0,232
925,others,5,2900.0,5.0,90.0,232
926,Kogilu,2,1170.0,2.0,51.99,143
927,Whitefield,3,1697.0,3.0,94.79,226
928,Thanisandra,3,1651.0,3.0,97.38,211
929,Hennur Road,3,1192.0,2.0,60.0,96
930,OMBR Layout,2,1078.0,2.0,65.0,176
931,Kasavanhalli,2,1349.0,2.0,78.0,131
932,7th Phase JP Nagar,3,1680.0,3.0,120.0,6
933,Rayasandra,3,1314.0,2.0,63.0,191
934,Garudachar Palya,2,1060.0,2.0,48.7,79
935,Kalyan nagar,2,820.0,2.0,39.0,123
936,Whitefield,4,5000.0,4.0,400.0,226
937,others,3,2000.0,3.0,85.0,232
938,others,2,856.0,2.0,40.0,232
939,Rajaji Nagar,3,1621.0,4.0,130.0,187
940,ITPL,3,1200.0,3.0,68.4,107
941,Bannerghatta Road,3,1484.0,3.0,52.5,34
942,others,4,14000.0,3.0,800.0,232
943,Yelahanka New Town,1,500.0,1.0,20.0,229
944,others,1,485.0,1.0,15.0,232
945,7th Phase JP Nagar,2,1050.0,2.0,42.0,6
946,Uttarahalli,3,1617.0,3.0,66.68,218
947,others,3,1384.0,3.0,62.28,232
948,Devanahalli,2,1408.0,2.0,85.0,65
949,Uttarahalli,2,1150.0,2.0,49.0,218
950,Akshaya Nagar,3,1410.0,2.0,75.0,11
951,Kaggadasapura,4,2150.0,4.0,100.0,119
952,others,3,1508.0,3.0,70.25,232
953,Ramamurthy Nagar,2,1040.0,2.0,50.0,190
954,TC Palaya,2,1240.0,2.0,60.0,209
955,Kudlu Gate,3,1535.0,3.0,78.0,149
956,Lakshminarayana Pura,2,1180.0,2.0,75.0,154
957,Abbigere,6,2200.0,6.0,68.0,10
958,Bannerghatta Road,2,1400.0,2.0,78.0,34
959,Raja Rajeshwari Nagar,1,500.0,1.0,25.0,186
960,Sarjapur  Road,3,1984.0,4.0,146.0,196
961,Garudachar Palya,3,1960.0,3.0,160.0,79
962,Sarjapur  Road,2,1035.0,2.0,45.0,196
963,others,4,2150.0,4.0,80.0,232
964,Whitefield,3,1700.0,3.0,115.0,226
965,Hosakerehalli,4,3024.0,5.0,248.0,102
966,Tumkur Road,3,1586.0,3.0,100.0,216
967,Hennur,3,2264.0,2.0,155.0,95
968,Chikka Tirupathi,4,2325.0,4.0,120.0,57
969,Yelahanka,2,1120.0,2.0,55.0,228
970,Yelahanka,3,1564.9842423276207,2.0,67.98,228
971,Sarjapur  Road,2,1128.0,2.0,59.0,196
972,Jigani,2,924.0,2.0,65.0,114
973,others,3,1600.0,3.0,52.0,232
974,Pai Layout,2,1006.0,2.0,35.0,180
975,Amruthahalli,2,1200.0,2.0,55.0,14
976,others,2,1250.0,2.0,62.0,232
977,Kannamangala,2,957.0,2.0,56.0,129
978,Whitefield,2,1140.0,2.0,41.0,226
979,others,2,1050.0,2.0,67.0,232
980,Kasturi Nagar,3,1565.0,3.0,88.5,132
981,Whitefield,2,1190.0,2.0,57.0,226
982,Whitefield,3,2842.0,3.0,162.0,226
983,Kanakpura Road,3,1558.67,2.0,65.0,128
984,Electronics City Phase 1,1,630.0,1.0,39.0,76
985,Whitefield,3,1403.0,2.0,60.81,226
986,Kanakpura Road,3,1542.0,2.0,85.0,128
987,Haralur Road,4,2750.0,4.0,220.0,90
988,Iblur Village,4,3596.0,5.0,290.0,108
989,Kengeri Satellite Town,3,1635.0,2.0,78.0,137
990,Mysore Road,2,1239.0,2.0,53.0,167
991,others,3,1596.0,3.0,105.0,232
992,Channasandra,2,1009.0,2.0,38.34,56
993,Hosa Road,3,1726.0,3.0,81.99,101
994,Kudlu Gate,3,1535.0,3.0,86.0,149
995,Banashankari Stage V,3,1300.0,2.0,58.5,29
996,others,3,1800.0,3.0,80.0,232
997,Binny Pete,1,665.0,1.0,50.75,45
998,TC Palaya,3,1500.0,2.0,100.0,209
999,others,2,925.0,2.0,48.0,232
1000,Old Airport Road,4,3356.0,4.0,251.0,177
1001,others,2,1395.0,2.0,63.59,232
1002,Sonnenahalli,3,1415.0,2.0,55.0,206
1003,Begur,3,1419.0,2.0,59.0,38
1004,Kasavanhalli,2,1121.0,2.0,78.0,131
1005,Kambipura,3,1082.0,2.0,45.0,124
1006,KR Puram,2,1100.0,2.0,47.0,116
1007,Hoodi,3,1606.0,3.0,89.55,97
1008,Billekahalli,3,1650.0,3.0,88.0,44
1009,Old Airport Road,2,1206.0,2.0,75.0,177
1010,Sarjapur  Road,3,1495.0,2.0,64.0,196
1011,Balagere,2,1210.0,2.0,72.0,25
1012,Nagarbhavi,3,1523.0,2.0,53.4,170
1013,Whitefield,2,1232.0,2.0,45.0,226
1014,Rachenahalli,1,680.0,1.0,44.0,185
1015,Hebbal,3,1355.0,3.0,83.87,92
1016,Thanisandra,3,1430.0,2.0,51.46,211
1017,Kothannur,3,1275.0,2.0,43.85,146
1018,Electronic City,2,1070.0,2.0,56.1,74
1019,others,3,1200.0,3.0,85.0,232
1020,Electronic City,4,2000.0,4.0,120.0,74
1021,Bommanahalli,2,1200.0,2.0,40.0,47
1022,Marathahalli,3,1610.0,3.0,90.0,162
1023,Haralur Road,2,1140.0,2.0,43.0,90
1024,Raja Rajeshwari Nagar,2,1143.0,2.0,38.65,186
1025,Rachenahalli,3,1530.0,2.0,74.4,185
1026,7th Phase JP Nagar,2,980.0,2.0,69.0,6
1027,Whitefield,3,1485.0,3.0,65.0,226
1028,Whitefield,2,1280.0,2.0,75.0,226
1029,Thanisandra,2,1265.0,2.0,85.0,211
1030,others,2,1132.0,2.0,67.0,232
1031,others,2,1262.0,2.0,63.0,232
1032,JP Nagar,2,940.0,2.0,49.0,110
1033,others,3,1515.0,3.0,88.0,232
1034,Kothanur,3,1840.0,3.0,69.0,147
1035,Electronic City,2,890.0,2.0,45.0,74
1036,others,3,1655.0,3.0,86.06,232
1037,Hennur Road,3,2060.0,3.0,149.0,96
1038,Bommanahalli,3,1730.0,3.0,96.0,47
1039,Yelahanka,3,2195.0,4.0,127.0,228
1040,Kathriguppe,3,1650.0,3.0,125.0,133
1041,KR Puram,2,1200.0,2.0,71.0,116
1042,Hosa Road,2,1079.0,2.0,32.37,101
1043,Panathur,2,1085.0,2.0,36.0,181
1044,Yelahanka,2,1075.0,2.0,51.5,228
1045,others,2,1380.0,2.0,80.0,232
1046,others,3,1450.0,3.0,65.0,232
1047,Thubarahalli,2,1200.0,2.0,78.0,213
1048,Hoodi,3,1639.0,3.0,98.32,97
1049,others,2,1200.0,2.0,54.0,232
1050,Vijayanagar,3,1739.0,3.0,116.0,222
1051,Old Madras Road,2,935.0,2.0,32.72,178
1052,Thanisandra,1,510.0,1.0,25.25,211
1053,others,2,1178.0,2.0,47.0,232
1054,Chikkalasandra,3,1375.0,2.0,50.0,59
1055,Chandapura,3,1065.0,2.0,33.0,55
1056,others,3,1450.0,2.0,50.75,232
1057,others,2,999.0,2.0,45.0,232
1058,Kothannur,2,1100.0,2.0,40.0,146
1059,Hoodi,4,2090.0,4.0,95.1,97
1060,Lingadheeranahalli,3,1519.0,3.0,93.0,155
1061,Dommasandra,3,1267.0,3.0,56.0,72
1062,Sanjay nagar,2,1150.0,2.0,72.2,193
1063,Marathahalli,2,1146.0,2.0,70.0,162
1064,Kannamangala,3,1550.0,3.0,65.0,129
1065,Electronics City Phase 1,1,785.0,1.0,55.0,76
1066,Raja Rajeshwari Nagar,3,1610.0,3.0,74.0,186
1067,Bellandur,2,921.0,2.0,40.0,40
1068,Bannerghatta Road,5,2700.0,5.0,158.0,34
1069,Sarjapur  Road,3,1700.0,3.0,110.0,196
1070,Sarjapur,2,1020.0,2.0,35.0,195
1071,Billekahalli,2,1090.0,2.0,52.0,44
1072,Thanisandra,2,1185.0,2.0,42.1,211
1073,Doddathoguru,2,850.0,2.0,25.0,70
1074,Harlur,2,1197.0,2.0,84.0,91
1075,Poorna Pragna Layout,2,920.0,2.0,39.55,182
1076,Raja Rajeshwari Nagar,2,1105.0,2.0,65.0,186
1077,Yeshwanthpur,3,1850.0,3.0,100.0,231
1078,Judicial Layout,3,1300.0,3.0,64.0,115
1079,others,3,1595.0,3.0,76.0,232
1080,Horamavu Agara,2,755.0,2.0,37.49,98
1081,Nagasandra,5,4050.0,5.0,140.0,171
1082,Kanakpura Road,3,1300.0,2.0,69.0,128
